Call_ID	Chr	Start	Ref_Units	Mean_Units	Med_Units	Min_Units	Max_Units	Hits	Instability_Rating	SD	EE50	EE100	Status	Gene	Region	STR
1.145874826	1	145874826	3	4	4	4	4	191	0	0	0	0	STABLE	ANKRD35	exonic	CGG
1.145957763	1	145957763	5	6	6	6	6	191	0	0	0	0	STABLE	LIX1L	exonic	CGG
1.14599119	1	14599119	4	5	5	5	5	191	0	0	0	0	STABLE	KAZN	exonic	CGG
1.146228791	1	146228791	10	11	11	7	31	191	0.113	3.445	0	0	POLYMORPHIC	NOTCH2NLA	UTR5	CGG
1.146228973	1	146228973	6	8	8	7	8	191	0.5	0	0	0	POLYMORPHIC	NOTCH2NLA	UTR5	CGG
1.147172643	1	147172643	5	6	6	6	6	191	0	0	0	0	STABLE	CHD1L->PRKAB2	upstream	CGG
1.1471854	1	1471854	7	8	8	4	8	191	0.003	0.289	0	0	POLYMORPHIC	ATAD3B	UTR5	CGG
1.1471935	1	1471935	3	4	4	4	4	191	0	0	0	0	STABLE	ATAD3B	exonic	CGG
1.147600190	1	147600190	8	9	9	8	10	191	0.008	0.126	0	0	POLYMORPHIC	BCL9	intronic	CGG
1.148679544	1	148679544	7	11	11	0	54	189	0.783	12.051	2	0	POLYMORPHIC	NOTCH2NLB	UTR5	CGG
1.148952732	1	148952732	5	6	6	5	7	191	0.045	0.298	0	0	POLYMORPHIC	PDE4DIP	UTR5	CGG
1.149390632	1	149390632	6	8	8	7	8	191	0.5	0	0	0	POLYMORPHIC	NOTCH2NLC	UTR5	CGG
1.149390803	1	149390803	13	18	21	8	52	191	0.906	7.929	1	0	POLYMORPHIC	NOTCH2NLC	exonic	CGG
1.149793234	1	149793234	5	6	6	6	13	191	0.003	0.507	0	0	POLYMORPHIC	H2BC18	intronic	CGG
1.150150312	1	150150312	5	6	6	0	10	188	0.024	1.281	0	0	POLYMORPHIC	PLEKHO1	intronic	CGG
1.150321490	1	150321490	5	6	6	6	39	191	0.003	2.388	0	0	POLYMORPHIC	PRPF3	UTR5	CGG
1.150364656	1	150364656	8	9	9	8	12	191	0.034	0.353	0	0	POLYMORPHIC	RPRD2	UTR5	CGG
1.150364723	1	150364723	5	6	6	6	6	191	0	0	0	0	STABLE	RPRD2	exonic	CGG
1.150579538	1	150579538	4	5	5	5	5	191	0	0	0	0	STABLE	MCL1	UTR5	CGG
1.150974775	1	150974775	7	8	8	5	19	191	0.029	1.426	0	0	POLYMORPHIC	CERS2	UTR5	CGG
1.1512238	1	1512238	7	8	8	8	15	191	0.003	0.507	0	0	POLYMORPHIC	ATAD3A	UTR5	CGG
1.1512319	1	1512319	3	4	4	4	4	191	0	0	0	0	STABLE	ATAD3A	exonic	CGG
1.151612259	1	151612259	4	5	5	2	6	191	0.005	0.229	0	0	POLYMORPHIC	SNX27	exonic	CGG
1.151612300	1	151612300	7	8	8	7	14	191	0.008	0.49	0	0	POLYMORPHIC	SNX27	exonic	CGG
1.151838219	1	151838219	4	5	5	5	5	191	0	0	0	0	STABLE	C2CD4D	exonic	CGG
1.153261011	1	153261011	10	11	11	9	13	191	0.602	1.332	0	0	POLYMORPHIC	LORICRIN	exonic	CGG
1.153261131	1	153261131	5	8	6	5	46	191	0.484	10.295	0	0	POLYMORPHIC	LORICRIN	exonic	CGG
1.153261387	1	153261387	4	17	30	5	57	191	0.987	17.637	27	0	POLYMORPHIC	LORICRIN	exonic	CGG
1.153261485	1	153261485	5	13	11	6	59	191	0.688	14.685	14	0	POLYMORPHIC	LORICRIN	exonic	CGG
1.153261640	1	153261640	6	7	7	6	48	191	0.497	4.018	0	0	POLYMORPHIC	LORICRIN	exonic	CGG
1.153261784	1	153261784	4	6	5	5	56	191	0.024	8.558	3	0	POLYMORPHIC	LORICRIN	exonic	CGG
1.153922774	1	153922774	5	6	6	5	24	191	0.045	3.198	0	0	POLYMORPHIC	GATAD2B	UTR5	CGG
1.153922922	1	153922922	11	12	12	5	20	191	0.039	1.476	0	0	POLYMORPHIC	GATAD2B	UTR5	CGG
1.15410067	1	15410067	7	8	8	7	8	191	0.003	0.072	0	0	POLYMORPHIC	EFHD2	exonic	CGG
1.154221002	1	154221002	7	8	8	8	8	191	0	0	0	0	STABLE	UBAP2L	UTR5	CGG
1.154328777	1	154328777	5	6	6	6	6	191	0	0	0	0	STABLE	ATP8B2	intronic	CGG
1.154501838	1	154501838	5	6	6	5	6	191	0.003	0.072	0	0	POLYMORPHIC	SHE	exonic	CGG
1.154558615	1	154558615	11	12	11	9	53	191	0.215	4.635	1	0	POLYMORPHIC	UBE2Q1	UTR5	CGG
1.155017550	1	155017550	6	8	8	8	8	191	0	0	0	0	STABLE	ZBTB7B	UTR3	CGG
1.155078918	1	155078918	5	6	6	6	7	191	0.021	0.201	0	0	POLYMORPHIC	EFNA3	UTR5	CGG
1.155081930	1	155081930	5	6	6	6	6	191	0	0	0	0	STABLE	EFNA3	intronic	CGG
1.155273471	1	155273471	4	5	5	4	5	191	0.003	0.072	0	0	POLYMORPHIC	CLK2	UTR5	CGG
1.155562416	1	155562416	9	10	10	10	20	191	0.016	0.749	0	0	POLYMORPHIC	ASH1L-AS1	ncRNA	CGG
1.155562457	1	155562457	5	6	6	6	8	191	0.026	0.255	0	0	POLYMORPHIC	ASH1L-AS1	ncRNA	CGG
1.155562868	1	155562868	9	12	11	5	49	191	0.906	6.942	0	0	POLYMORPHIC	ASH1L-AS1	ncRNA	CGG
1.155688320	1	155688320	5	6	6	6	6	191	0	0	0	0	STABLE	YY1AP1	exonic	CGG
1.156053702	1	156053702	3	4	4	4	6	191	0.003	0.145	0	0	POLYMORPHIC	UBQLN4	UTR5	CGG
1.156081746	1	156081746	4	4	5	3	6	182	0.519	0.474	0	0	POLYMORPHIC	MEX3A	exonic	CGG
1.156282763	1	156282763	5	6	6	6	33	191	0.031	1.963	0	0	POLYMORPHIC	SMG5	UTR5	CGG
1.156388569	1	156388569	4	5	5	5	5	191	0	0	0	0	STABLE	RHBG->MIR9-1HG	intergenic	CGG
1.156420471	1	156420471	4	5	5	5	5	191	0	0	0	0	STABLE	MIR9-1HG	ncRNA	CGG
1.15684300	1	15684300	5	6	6	5	31	191	0.008	1.812	0	0	POLYMORPHIC	PLEKHM2	upstream	CGG
1.15684512	1	15684512	11	12	12	6	16	190	0.458	0.972	0	0	POLYMORPHIC	PLEKHM2	UTR5	CGG
1.158177774	1	158177774	3	10	17	4	38	191	0.992	12.933	0	0	POLYMORPHIC	CD1D	upstream	CGG
1.15847934	1	15847934	15	16	16	15	17	191	0.005	0.103	0	0	POLYMORPHIC	FLJ37453	ncRNA	CGG
1.159854855	1	159854855	4	5	5	5	5	191	0	0	0	0	STABLE	VSIG8	exonic	CGG
1.159927418	1	159927418	3	4	4	4	4	191	0	0	0	0	STABLE	IGSF9	exonic	CGG
1.159929654	1	159929654	4	5	5	5	5	191	0	0	0	0	STABLE	IGSF9	exonic	CGG
1.1599534	1	1599534	4	5	5	4	5	190	0.005	0.102	0	0	POLYMORPHIC	FNDC10	exonic	CGG
1.1600168	1	1600168	5	6	6	3	9	190	0.034	0.389	0	0	POLYMORPHIC	LOC105378586	ncRNA	CGG
1.160205402	1	160205402	12	14	14	12	19	191	0.526	0.978	0	0	POLYMORPHIC	LOC729867	ncRNA	CGG
1.161132639	1	161132639	9	10	10	7	23	191	0.029	1.153	0	0	POLYMORPHIC	DEDD	UTR5	CGG
1.16155862	1	16155862	4	5	5	5	26	191	0.005	1.521	0	0	POLYMORPHIC	EPHA2	exonic	CGG
1.16352430	1	16352430	4	5	5	2	6	191	0.005	0.229	0	0	POLYMORPHIC	FBXO42	UTR5	CGG
1.164321454	1	164321454	4	5	5	5	5	191	0	0	0	0	STABLE	LOC100422212->PBX1	intergenic	CGG
1.164792605	1	164792605	9	10	10	10	11	191	0.008	0.125	0	0	POLYMORPHIC	PBX1	exonic	CGG
1.165445153	1	165445153	7	8	8	7	9	191	0.047	0.316	0	0	POLYMORPHIC	RXRG	UTR5	CGG
1.1658919	1	1658919	10	11	11	5	11	191	0.003	0.434	0	0	POLYMORPHIC	CDK11B	UTR5	CGG
1.166166627	1	166166627	5	6	6	6	7	190	0.003	0.073	0	0	POLYMORPHIC	FAM78B	UTR5	CGG
1.166166712	1	166166712	6	7	7	5	20	190	0.016	0.994	0	0	POLYMORPHIC	FAM78B	UTR5	CGG
1.166166809	1	166166809	9	10	10	9	13	191	0.026	0.406	0	0	POLYMORPHIC	FAM78B	UTR5	CGG
1.166839618	1	166839618	6	7	7	3	39	189	0.13	3.378	0	0	POLYMORPHIC	POGK	intronic	CGG
1.166839697	1	166839697	6	7	7	0	43	183	0.454	3.74	0	0	POLYMORPHIC	POGK	intronic	CGG
1.16692479	1	16692479	6	5	7	1	18	191	0.654	2.616	0	0	POLYMORPHIC	ESPNP	ncRNA	CGG
1.16693384	1	16693384	4	5	5	5	5	191	0	0	0	0	STABLE	ESPNP	ncRNA	CGG
1.16699527	1	16699527	7	8	8	8	34	191	0.05	2.856	0	0	POLYMORPHIC	ESPNP	ncRNA	CGG
1.167722117	1	167722117	5	6	6	6	7	191	0.003	0.072	0	0	POLYMORPHIC	MPZL1	UTR5	CGG
1.168136799	1	168136799	4	4	5	0	5	191	0.5	0.656	0	0	POLYMORPHIC	GPR161	UTR5	CGG
1.168179021	1	168179021	3	4	4	4	4	191	0	0	0	0	STABLE	TIPRL	UTR5	CGG
1.169106620	1	169106620	7	10	9	6	53	191	0.461	6.626	1	0	POLYMORPHIC	ATP1B1	upstream	CGG
1.169485720	1	169485720	5	6	6	6	6	191	0	0	0	0	STABLE	SLC19A2	exonic	CGG
1.174022152	1	174022152	8	9	9	9	20	191	0.11	1.424	0	0	POLYMORPHIC	RC3H1	UTR5	CGG
1.174159348	1	174159348	4	5	5	4	5	191	0.003	0.072	0	0	POLYMORPHIC	RABGAP1L->RABGAP1L-DT	upstream	CGG
1.17438358	1	17438358	6	7	7	2	7	188	0.005	0.514	0	0	POLYMORPHIC	RCC2	exonic	CGG
1.17438486	1	17438486	4	5	5	5	5	188	0	0	0	0	STABLE	RCC2	exonic	CGG
1.17539708	1	17539708	4	5	5	0	6	181	0.019	1.092	0	0	POLYMORPHIC	ARHGEF10L	UTR5	CGG
1.17539814	1	17539814	5	6	6	0	42	188	0.359	4.363	0	0	POLYMORPHIC	ARHGEF10L	UTR5	CGG
1.176207212	1	176207212	5	6	6	6	14	191	0.003	0.579	0	0	POLYMORPHIC	COP1	UTR5	CGG
1.177171456	1	177171456	9	10	10	10	10	191	0	0	0	0	STABLE	BRINP2	UTR5	CGG
1.178094013	1	178094013	4	5	5	5	5	191	0	0	0	0	STABLE	RASAL2->RASAL2-AS1	upstream	CGG
1.178725259	1	178725259	11	13	13	9	55	191	0.047	4.361	1	0	POLYMORPHIC	RALGPS2	UTR5	CGG
1.178725342	1	178725342	3	4	5	4	5	191	0.5	0	0	0	POLYMORPHIC	RALGPS2	UTR5	CGG
1.178725505	1	178725505	4	5	5	5	19	191	0.008	1.017	0	0	POLYMORPHIC	RALGPS2	intronic	CGG
1.179025970	1	179025970	4	12	5	4	52	191	0.223	17.793	4	0	POLYMORPHIC	FAM20B	UTR5	CGG
1.179229633	1	179229633	11	13	14	9	50	191	0.707	4.785	1	0	POLYMORPHIC	ABL2	UTR5	CGG
1.180632069	1	180632069	3	4	4	4	4	191	0	0	0	0	STABLE	XPR1	UTR5	CGG
1.180632147	1	180632147	3	4	4	4	4	191	0	0	0	0	STABLE	XPR1	UTR5	CGG
1.180913258	1	180913258	3	4	4	4	4	191	0	0	0	0	STABLE	KIAA1614	exonic	CGG
1.18108073	1	18108073	4	5	5	4	5	191	0.461	0.27	0	0	POLYMORPHIC	IGSF21	UTR5	CGG
1.181190020	1	181190020	5	6	6	6	6	191	0	0	0	0	STABLE	LINC01732->LINC01699	intergenic	CGG
1.182839553	1	182839553	4	5	5	5	7	191	0.008	0.176	0	0	POLYMORPHIC	LOC647070	ncRNA	CGG
1.182952866	1	182952866	6	7	7	6	7	191	0.008	0.125	0	0	POLYMORPHIC	SHCBP1L	exonic	CGG
1.183023788	1	183023788	6	7	7	7	8	191	0.003	0.072	0	0	POLYMORPHIC	LAMC1	exonic	CGG
1.183472602	1	183472602	5	6	6	5	6	191	0.003	0.072	0	0	POLYMORPHIC	SMG7	UTR5	CGG
1.183805141	1	183805141	3	5	5	4	5	191	0.01	0.144	0	0	POLYMORPHIC	RGL1	UTR5	CGG
1.184037420	1	184037420	3	4	4	4	4	191	0	0	0	0	STABLE	COLGALT2	UTR5	CGG
1.185045566	1	185045566	4	5	5	3	6	191	0.021	0.239	0	0	POLYMORPHIC	RNF2	UTR5	CGG
1.185045790	1	185045790	5	6	6	6	14	191	0.008	0.77	0	0	POLYMORPHIC	RNF2	intronic	CGG
1.185316801	1	185316801	3	4	4	4	4	191	0	0	0	0	STABLE	IVNS1ABP	intronic	CGG
1.185317244	1	185317244	5	6	6	6	20	191	0.003	1.013	0	0	POLYMORPHIC	IVNS1ABP	upstream	CGG
1.185734415	1	185734415	3	4	4	4	15	191	0.003	0.796	0	0	POLYMORPHIC	HMCN1	UTR5	CGG
1.186680877	1	186680877	4	5	5	5	5	191	0	0	0	0	STABLE	PACERR	ncRNA	CGG
1.18717037	1	18717037	8	9	9	9	9	191	0	0	0	0	STABLE	PAX7	intronic	CGG
1.1890855	1	1890855	6	6	7	0	8	186	0.602	2.318	0	0	POLYMORPHIC	GNB1	UTR5	CGG
1.1891015	1	1891015	7	8	8	7	8	188	0.011	0.145	0	0	POLYMORPHIC	GNB1	UTR5	CGG
1.18955810	1	18955810	4	5	5	5	5	191	0	0	0	0	STABLE	IFFO2	exonic	CGG
1.18956233	1	18956233	7	8	8	2	20	189	0.029	1.723	0	0	POLYMORPHIC	IFFO2	exonic	CGG
1.19210212	1	19210212	4	5	5	5	5	191	0	0	0	0	STABLE	UBR4	exonic	CGG
1.193122152	1	193122152	5	6	6	6	6	191	0	0	0	0	STABLE	CDC73	UTR5	CGG
1.19485442	1	19485442	5	6	6	5	8	191	0.005	0.162	0	0	POLYMORPHIC	CAPZB	UTR5	CGG
1.198157567	1	198157567	4	5	5	5	5	191	0	0	0	0	STABLE	NEK7	intronic	CGG
1.19882643	1	19882643	6	7	7	7	7	191	0	0	0	0	STABLE	OTUD3	exonic	CGG
1.200039391	1	200039391	5	6	6	6	6	191	0	0	0	0	STABLE	NR5A2	intronic	CGG
1.200409595	1	200409595	15	16	16	9	46	191	0.107	4.744	0	0	POLYMORPHIC	ZNF281	exonic	CGG
1.200409951	1	200409951	8	9	9	9	17	191	0.003	0.579	0	0	POLYMORPHIC	ZNF281	UTR5	CGG
1.200738941	1	200738941	5	7	6	6	11	191	0.215	1.8	0	0	POLYMORPHIC	CAMSAP2	upstream	CGG
1.200739621	1	200739621	7	8	8	8	9	191	0.134	0.489	0	0	POLYMORPHIC	CAMSAP2	UTR5	CGG
1.200873322	1	200873322	5	6	6	6	7	191	0.003	0.072	0	0	POLYMORPHIC	GPR25	exonic	CGG
1.201023489	1	201023489	7	8	8	7	9	191	0.024	0.215	0	0	POLYMORPHIC	KIF21B	UTR5	CGG
1.201468767	1	201468767	5	6	6	6	6	191	0	0	0	0	STABLE	PHLDA3	exonic	CGG
1.201648718	1	201648718	3	4	4	4	4	191	0	0	0	0	STABLE	NAV1	exonic	CGG
1.201648818	1	201648818	5	6	6	6	7	191	0.018	0.188	0	0	POLYMORPHIC	NAV1	exonic	CGG
1.201829212	1	201829212	4	5	5	5	5	191	0	0	0	0	STABLE	IPO9	exonic	CGG
1.202097430	1	202097430	11	13	12	12	32	191	0.058	3.941	0	0	POLYMORPHIC	ELF3->GPR37L1	intergenic	CGG
1.202144770	1	202144770	5	6	6	6	7	191	0.005	0.102	0	0	POLYMORPHIC	ARL8A	upstream	CGG
1.202193847	1	202193847	5	6	6	6	11	191	0.013	0.388	0	0	POLYMORPHIC	LGR6	upstream	CGG
1.203127680	1	203127680	5	6	6	6	7	191	0.005	0.102	0	0	POLYMORPHIC	ADORA1	upstream	CGG
1.204384789	1	204384789	3	4	4	4	4	191	0	0	0	0	STABLE	LINC00628->PPP1R15B	intergenic	CGG
1.204685273	1	204685273	4	5	5	5	5	191	0	0	0	0	STABLE	LRRN2	intronic	CGG
1.205001315	1	205001315	9	10	10	9	10	191	0.5	0.103	0	0	POLYMORPHIC	NFASC	intronic	CGG
1.205043230	1	205043230	9	10	10	6	10	191	0.005	0.408	0	0	POLYMORPHIC	CNTN2	UTR5	CGG
1.205211471	1	205211471	3	4	4	4	4	191	0	0	0	0	STABLE	DSTYK	exonic	CGG
1.20552961	1	20552961	3	4	4	4	4	191	0	0	0	0	STABLE	FAM43B	UTR5	CGG
1.205568903	1	205568903	5	6	6	5	6	191	0.01	0.144	0	0	POLYMORPHIC	MFSD4A-AS1	ncRNA	CGG
1.205631767	1	205631767	3	4	4	4	4	190	0	0	0	0	STABLE	ELK4	UTR5	CGG
1.20633507	1	20633507	4	4	5	4	5	191	0.5	0	0	0	POLYMORPHIC	PINK1	UTR5	CGG
1.206685332	1	206685332	4	8	6	4	36	189	0.907	7.571	0	0	POLYMORPHIC	MAPKAPK2	exonic	CGG
1.206909362	1	206909362	4	5	5	5	5	191	0	0	0	0	STABLE	FCMR	intronic	CGG
1.20786667	1	20786667	5	6	6	6	7	191	0.003	0.072	0	0	POLYMORPHIC	HP1BP3	UTR5	CGG
1.208244300	1	208244300	12	11	11	8	13	191	0.01	0.332	0	0	POLYMORPHIC	PLXNA2	UTR5	CGG
1.210232630	1	210232630	4	5	6	5	47	191	0.649	3.054	0	0	POLYMORPHIC	SERTAD4-AS1	ncRNA	CGG
1.210233604	1	210233604	3	4	4	4	4	191	0	0	0	0	STABLE	SERTAD4-AS1	ncRNA	CGG
1.211259639	1	211259639	6	7	7	7	7	191	0	0	0	0	STABLE	RCOR3	exonic	CGG
1.211326810	1	211326810	4	5	5	5	5	191	0	0	0	0	STABLE	TRAF5	intronic	CGG
1.211578905	1	211578905	5	6	6	6	6	191	0	0	0	0	STABLE	SLC30A1	UTR5	CGG
1.21176227	1	21176227	17	18	18	15	45	190	0.532	3.343	0	0	POLYMORPHIC	EIF4G3	UTR5	CGG
1.21176296	1	21176296	8	10	9	8	51	190	0.068	6.853	1	0	POLYMORPHIC	EIF4G3	UTR5	CGG
1.21176564	1	21176564	15	16	16	8	50	187	0.075	3.066	1	0	POLYMORPHIC	EIF4G3	intronic	CGG
1.211830843	1	211830843	5	6	6	6	6	191	0	0	0	0	STABLE	LPGAT1-AS1	ncRNA	CGG
1.212432961	1	212432961	5	6	6	6	6	191	0	0	0	0	STABLE	NENF	exonic	CGG
1.21290238	1	21290238	4	5	5	5	6	191	0.003	0.072	0	0	POLYMORPHIC	ECE1	intronic	CGG
1.212951478	1	212951478	9	10	10	9	18	191	0.005	0.584	0	0	POLYMORPHIC	VASH2	UTR5	CGG
1.213051378	1	213051378	7	8	9	8	10	191	0.738	0.511	0	0	POLYMORPHIC	RPS6KC1	UTR5	CGG
1.214281131	1	214281131	3	4	4	3	5	191	0.346	0.493	0	0	POLYMORPHIC	SMYD2	upstream	CGG
1.214281432	1	214281432	7	8	8	7	26	191	0.024	1.333	0	0	POLYMORPHIC	SMYD2	intronic	CGG
1.21428304	1	21428304	3	4	4	4	4	191	0	0	0	0	STABLE	ECE1->NBPF3	intergenic	CGG
1.214870547	1	214870547	5	6	6	0	13	185	0.016	1.101	0	0	POLYMORPHIC	CENPF->KCNK2	intergenic	CGG
1.215083004	1	215083004	9	10	10	5	18	129	0.101	2.118	0	0	POLYMORPHIC	KCNK2	UTR5	CGG
1.215567572	1	215567572	3	4	4	4	4	191	0	0	0	0	STABLE	KCTD3	UTR5	CGG
1.21651826	1	21651826	4	5	5	5	5	191	0	0	0	0	STABLE	RAP1GAP	UTR5	CGG
1.21669341	1	21669341	3	4	4	4	4	191	0	0	0	0	STABLE	RAP1GAP	UTR5	CGG
1.217135528	1	217135528	12	13	13	12	14	191	0.194	0.512	0	0	POLYMORPHIC	ESRRG	intronic	CGG
1.217139699	1	217139699	4	5	5	5	5	191	0	0	0	0	STABLE	ESRRG->GPATCH2	intergenic	CGG
1.21782991	1	21782991	6	7	7	7	7	191	0	0	0	0	STABLE	USP48	UTR5	CGG
1.220528229	1	220528229	5	6	6	6	15	191	0.005	0.711	0	0	POLYMORPHIC	MARK1	UTR5	CGG
1.220528292	1	220528292	3	4	4	4	5	191	0.005	0.102	0	0	POLYMORPHIC	MARK1	UTR5	CGG
1.220884517	1	220884517	4	5	5	5	5	191	0	0	0	0	STABLE	HLX	exonic	CGG
1.220884603	1	220884603	4	5	5	5	5	191	0	0	0	0	STABLE	HLX	exonic	CGG
1.22143123	1	22143123	12	12	14	0	36	128	0.691	9.699	0	0	POLYMORPHIC	WNT4	upstream	CGG
1.2228000	1	2228000	3	4	4	0	37	162	0.099	5.178	0	0	POLYMORPHIC	SKI	upstream	CGG
1.2228088	1	2228088	3	4	4	0	6	113	0.084	1.552	0	0	POLYMORPHIC	SKI	upstream	CGG
1.2228263	1	2228263	4	5	5	0	26	113	0.212	6.338	0	0	POLYMORPHIC	SKI	upstream	CGG
1.2228504	1	2228504	3	4	4	0	27	119	0.118	5.264	0	0	POLYMORPHIC	SKI	UTR5	CGG
1.2229006	1	2229006	3	4	4	4	4	190	0	0	0	0	STABLE	SKI	exonic	CGG
1.223364322	1	223364322	4	5	5	4	27	190	0.068	2.104	0	0	POLYMORPHIC	SUSD4	upstream	CGG
1.223845786	1	223845786	8	9	9	8	23	191	0.018	1.035	0	0	POLYMORPHIC	TP53BP2	UTR5	CGG
1.224183257	1	224183257	5	6	6	4	6	191	0.005	0.204	0	0	POLYMORPHIC	DEGS1	UTR5	CGG
